space,time,day,poi,tid,label
39.0529123415 -94.5911080736,124,Thursday,571061,80847,5164
39.0541264167 -94.59471595,126,Thursday,22722,80847,5164
33.009485 -96.9685077667,8,Saturday,22696,81519,5204
33.0045942333 -96.9860509833,19,Saturday,25572,81519,5204
32.8457413333 -96.9915209333,1045,Saturday,23891,81519,5204
32.872234529 -96.9663619995,1095,Saturday,23567,81519,5204
32.7834814 -96.7832138333,1413,Saturday,23907,81519,5204
32.784236 -96.7864608765,55,Sunday,25991,81519,5204
32.7851210733 -96.7879106104,61,Sunday,25995,81519,5204
32.7861222666 -96.7884001136,66,Sunday,25998,81519,5204
32.7956702433 -96.8008643389,97,Sunday,9467,81519,5204
32.9841700558 -96.889500618,900,Tuesday,23647,81519,5204
32.8033431 -96.7995211833,1274,Friday,78274,81543,5204
33.0092752936 -96.9772437215,118,Saturday,68514,81543,5204
31.8033256942 -97.0994210243,1022,Saturday,13426,81543,5204
30.2691029532 -97.7493953705,1143,Saturday,420315,81543,5204
30.2717435333 -97.7451252833,1146,Saturday,10617,81543,5204
30.2758526667 -97.74752855,1150,Saturday,10595,81543,5204
30.2777731333 -97.7540946,1151,Saturday,10687,81543,5204
30.2780628167 -97.7441596833,1155,Saturday,10682,81543,5204
30.2850258333 -97.7440524,1166,Saturday,10429,81543,5204
30.2866631 -97.7419068833,1419,Saturday,409693,81543,5204
30.2861882411 -97.7393317223,1428,Saturday,9252,81543,5204
30.2835112451 -97.7443768506,29,Sunday,72852,81543,5204
30.4015286064 -97.7272510529,174,Sunday,78317,81543,5204
30.4023521754 -97.7259528637,1190,Sunday,14802,81543,5204
30.2715718667 -97.7374649,1316,Sunday,10477,81543,5204
30.2494812 -97.7552103833,1323,Sunday,10416,81543,5204
30.24139165 -97.7473568833,1334,Sunday,10417,81543,5204
30.2547919667 -97.7242255167,1349,Sunday,10418,81543,5204
30.26851415 -97.7278304,1354,Sunday,10421,81543,5204
30.2715718667 -97.7214360167,1355,Sunday,10423,81543,5204
30.2752625833 -97.7171015667,1357,Sunday,10425,81543,5204
30.2797365167 -97.7210712333,1360,Sunday,10426,81543,5204
30.30419825 -97.7315425833,1368,Sunday,10428,81543,5204
30.2663469167 -97.7711749,1381,Sunday,10056,81543,5204
33.0410470177 -97.0266473293,171,Monday,589194,81543,5204
32.9414963667 -97.1316075167,1113,Wednesday,9472,81543,5204
32.9386210333 -97.1071028667,1172,Thursday,10142,81543,5204
33.0276178667 -96.8413051,1015,Friday,229344,81549,5204
33.21511165 -97.1329105,100,Saturday,162006,81549,5204
33.2156696162 -97.133372426,1156,Saturday,61179,81549,5204
33.2153852167 -97.1334441167,1156,Saturday,848845,81549,5204
33.2155724167 -97.1326767,1205,Saturday,188054,81549,5204
32.8374634043 -96.7764830589,1419,Saturday,244386,81549,5204
32.8379357 -96.7764735667,1431,Saturday,22112,81549,5204
33.0017644333 -96.9650359167,71,Sunday,17868,81549,5204
32.8396954667 -96.99247815,995,Sunday,144060,81549,5204
33.0273071868 -96.840676293,1027,Tuesday,54481,81549,5204
33.0134588054 -96.8861103058,1210,Wednesday,218069,81549,5204
32.8033431 -96.7995211833,1078,Friday,78274,81558,5204
33.0134588054 -96.8861103058,1186,Friday,218069,81558,5204
33.0738962574 -97.0790804923,19,Saturday,29185,81558,5204
33.074068883 -97.071756733,889,Saturday,1268650,81558,5204
33.0649949167 -97.0819589833,1147,Saturday,32172,81558,5204
33.0694717381 -97.080924511,1162,Saturday,58530,81558,5204
33.0045942333 -96.9860509833,49,Sunday,25572,81558,5204
32.9183006167 -96.9668555167,1017,Sunday,10550,81558,5204
33.067025 -96.8905129833,965,Monday,95272,81558,5204
33.0134588054 -96.8861103058,961,Tuesday,218069,81558,5204
33.1716220333 -96.6441060167,1022,Tuesday,29038,81558,5204
33.0210644 -97.0707564,12,Wednesday,75676,81558,5204
33.0134588054 -96.8861103058,963,Wednesday,218069,81558,5204
32.9333995667 -96.8207990333,1012,Wednesday,28914,81558,5204
32.9097063167 -96.9582606333,1382,Wednesday,18227,81558,5204
32.7803111295 -96.7659258842,20,Thursday,12663,81558,5204
32.8911781167 -97.1464776833,1427,Friday,12736,81559,5204
32.99327225 -96.9901318,980,Saturday,167102,81559,5204
33.09862135 -96.81066145,1381,Saturday,37045,81559,5204
32.9128922667 -96.9565163333,983,Sunday,18225,81559,5204
32.99327225 -96.9901318,1127,Sunday,167102,81559,5204
33.0134588054 -96.8861103058,847,Monday,218069,81559,5204
32.99327225 -96.9901318,207,Tuesday,167102,81559,5204
33.0273071868 -96.840676293,1077,Wednesday,54481,81559,5204
32.9881775333 -96.9913601833,1417,Wednesday,10949,81559,5204
32.9220879 -96.97758435,101,Thursday,14872,81559,5204
33.02557825 -96.8420362333,1014,Thursday,11549,81559,5204
33.0903634 -96.8050309667,1092,Saturday,744126,81560,5204
32.8390195167 -96.9923059333,1065,Sunday,299285,81560,5204
33.0642429833 -96.8846619833,959,Monday,62368,81560,5204
33.0913258217 -96.8047964573,1012,Monday,38554,81560,5204
32.9769881043 -97.0252418518,1211,Monday,1392736,81560,5204
33.0345857833 -97.0670833333,1315,Monday,94652,81560,5204
32.99327225 -96.9901318,1406,Monday,167102,81560,5204
33.009485 -96.9685077667,978,Tuesday,22696,81560,5204
32.99327225 -96.9901318,1126,Tuesday,167102,81560,5204
33.0050928833 -96.9823972333,229,Thursday,79175,81560,5204
33.0134588054 -96.8861103058,896,Thursday,218069,81560,5204
33.0051995525 -96.9777238369,1035,Thursday,15095,81560,5204
33.0269792167 -96.82855735,992,Friday,32973,81561,5204
33.0134588054 -96.8861103058,1267,Friday,218069,81561,5204
32.9197005975 -97.0854091644,26,Saturday,14634,81561,5204
32.99327225 -96.9901318,226,Sunday,167102,81561,5204
32.9138330667 -96.9566296,996,Sunday,50656,81561,5204
33.009485 -96.9685077667,1154,Sunday,22696,81561,5204
33.00300285 -96.9777334667,1409,Sunday,262289,81561,5204
33.0134588054 -96.8861103058,842,Monday,218069,81561,5204
33.0276178667 -96.8413051,1061,Monday,229344,81561,5204
32.9881775333 -96.9913601833,1022,Tuesday,10949,81561,5204
32.9228389167 -97.0897865167,62,Wednesday,9290,81561,5204
32.9373238575 -97.1055150032,33,Thursday,434383,81561,5204
32.9403200333 -97.1297316667,1102,Thursday,18244,81561,5204
30.2670273144 -97.7445030212,1132,Friday,17831,81918,5219
30.2682797593 -97.742766891,1095,Monday,95762,81918,5219
30.2707337816 -97.7537029982,1418,Monday,9241,81918,5219
30.1853764 -97.8472852667,969,Tuesday,13725,81918,5219
30.2296757667 -97.8219223,1226,Wednesday,16523,81918,5219
30.2292597076 -97.8209245205,1229,Wednesday,80272,81918,5219
30.2158666167 -97.8307851,1232,Wednesday,32563,81918,5219
30.2192580667 -97.83552645,1235,Wednesday,13178,81918,5219
30.2202489467 -97.8352689743,1235,Wednesday,166244,81918,5219
30.2193760833 -97.83563375,1236,Wednesday,13177,81918,5219
30.2199615529 -97.8384661674,1237,Wednesday,171897,81918,5219
30.218747073 -97.8429400921,1240,Wednesday,73625,81918,5219
30.2220487367 -97.8382608752,1296,Wednesday,210997,81918,5219
30.2224646322 -97.838203311,1297,Wednesday,21368,81918,5219
30.2682597302 -97.7429580688,1364,Tuesday,28283,81919,5219
30.2681155889 -97.7427656107,1364,Tuesday,170381,81919,5219
30.2679347833 -97.7429580667,1364,Tuesday,13991,81919,5219
30.2683709249 -97.7428776026,1364,Tuesday,48918,81919,5219
30.268250464 -97.742882967,1365,Tuesday,9615,81919,5219
30.2680234412 -97.7432048321,1365,Tuesday,89672,81919,5219
30.2679539443 -97.7432155609,1365,Tuesday,147717,81919,5219
30.2685516159 -97.7427113056,1365,Tuesday,12533,81919,5219
30.2676818129 -97.7426038529,1365,Tuesday,126249,81919,5219
30.267944678 -97.7432262897,1365,Tuesday,26784,81919,5219
30.2679817431 -97.7422499657,1366,Tuesday,33603,81919,5219
30.2677315539 -97.7428078651,1366,Tuesday,22682,81919,5219
30.2681601 -97.74209975,1366,Tuesday,13047,81919,5219
30.2686303786 -97.7424001694,1366,Tuesday,13087,81919,5219
30.2680554 -97.7420700333,1367,Tuesday,218394,81919,5219
30.2674859973 -97.7438861132,1367,Tuesday,13409,81919,5219
30.2689754833 -97.7425289,1367,Tuesday,14929,81919,5219
30.1853764 -97.8472852667,1013,Wednesday,13725,81919,5219
30.2682797593 -97.742766891,1161,Tuesday,95762,81920,5219
30.2682597302 -97.7429580688,1161,Tuesday,28283,81920,5219
30.2841460667 -97.71858215,2,Wednesday,9422,81920,5219
30.2798881558 -97.7198159695,134,Wednesday,22535,81920,5219
30.2797365167 -97.7210712333,249,Wednesday,10426,81920,5219
30.3029556142 -97.7466219664,855,Wednesday,77874,81920,5219
30.3051879597 -97.7455437183,855,Wednesday,22282,81920,5219
30.271556697 -97.7427578784,904,Wednesday,56718,81920,5219
30.269946169 -97.7419441938,1036,Wednesday,18556,81920,5219
30.2697237831 -97.7412843704,1036,Wednesday,33487,81920,5219
30.2700698333 -97.742486,1037,Wednesday,9503,81920,5219
30.26955485 -97.74220705,1038,Wednesday,10305,81920,5219
30.2702241506 -97.7418315411,1038,Wednesday,146950,81920,5219
30.2679632105 -97.7432799339,1039,Wednesday,31259,81920,5219
30.2702493537 -97.7421134381,1040,Wednesday,65362,81920,5219
30.271556697 -97.7427578784,1120,Wednesday,56718,81920,5219
30.2017798698 -97.6684570313,682,Friday,237887,81928,5219
30.2015573297 -97.6671266556,682,Friday,9410,81928,5219
32.9047941815 -97.0453262329,779,Friday,466999,81928,5219
32.8975697465 -97.0449399948,796,Friday,243084,81928,5219
36.0848987512 -115.1490783691,1012,Friday,23372,81928,5219
36.1089209154 -115.15386343,1042,Friday,136391,81928,5219
36.1025348333 -115.1725811,1082,Friday,306561,81928,5219
36.1023071005 -115.169634819,1114,Friday,12591,81928,5219
36.1104576514 -115.1521665229,323,Saturday,172215,81928,5219
36.1104576514 -115.1521665229,172,Sunday,172215,81928,5219
36.1099969405 -115.1528747259,193,Sunday,500865,81928,5219
36.0848987512 -115.1490783691,1018,Sunday,23372,81928,5219
33.9435379571 -118.4071683884,1131,Sunday,10190,81928,5219
30.2015573297 -97.6671266556,34,Monday,9410,81928,5219
30.271556697 -97.7427578784,974,Monday,56718,81928,5219
30.271556697 -97.7427578784,915,Tuesday,56718,81928,5219
30.269946169 -97.7419441938,1130,Tuesday,18556,81928,5219
30.259120489 -97.7463912964,1430,Tuesday,10410,81928,5219
30.2544805167 -97.7480054,1431,Tuesday,636842,81928,5219
30.1853764 -97.8472852667,869,Wednesday,13725,81928,5219
30.271556697 -97.7427578784,924,Wednesday,56718,81928,5219
30.269946169 -97.7419441938,1162,Wednesday,18556,81928,5219
30.271556697 -97.7427578784,1162,Wednesday,56718,81928,5219
30.1747361167 -97.8410514833,845,Thursday,22279,81928,5219
30.2561088167 -97.74634525,874,Thursday,17004,81928,5219
30.27065395 -97.7419719,893,Thursday,38607,81928,5219
30.269946169 -97.7419441938,1074,Thursday,18556,81928,5219
30.2714843241 -97.7416706085,1099,Thursday,13469,81928,5219
30.271556697 -97.7427578784,1285,Thursday,56718,81928,5219
30.2707337816 -97.7537029982,1420,Thursday,9241,81928,5219
30.2711044206 -97.7540516853,1423,Thursday,9418,81928,5219
30.1853764 -97.8472852667,810,Friday,13725,81931,5219
30.271556697 -97.7427578784,1019,Friday,56718,81931,5219
30.2674859973 -97.7438861132,1121,Friday,13409,81931,5219
30.2647407333 -97.76956065,1136,Sunday,54049,81931,5219
30.2637747742 -97.7706599236,1152,Sunday,9263,81931,5219
30.2714843241 -97.7416706085,885,Tuesday,13469,81931,5219
30.271556697 -97.7427578784,901,Wednesday,56718,81931,5219
30.2493640765 -97.7494704723,1358,Wednesday,11368,81931,5219
30.1853764 -97.8472852667,744,Thursday,13725,81931,5219
30.2714843241 -97.7416706085,1029,Thursday,13469,81931,5219
30.2175793667 -97.8414189667,1421,Thursday,18744,81931,5219
30.2561088167 -97.74634525,795,Friday,17004,81933,5219
30.271556697 -97.7427578784,1332,Friday,56718,81933,5219
30.26985895 -97.74271655,1333,Friday,722772,81933,5219
30.3499352948 -97.7969026566,1098,Sunday,23889,81933,5219
30.2798881558 -97.7198159695,165,Wednesday,22535,81933,5219
30.2797365167 -97.7210712333,308,Wednesday,10426,81933,5219
30.2795082847 -97.7264785767,309,Wednesday,10743,81933,5219
30.2702493537 -97.7421134381,983,Wednesday,65362,81933,5219
30.2696288057 -97.7442884445,1173,Thursday,186941,81933,5219
30.17643185 -97.8201888,1378,Thursday,321381,81933,5219
30.1795296667 -97.84046835,840,Friday,264882,81934,5219
30.1853764 -97.8472852667,844,Friday,13725,81934,5219
30.227109066 -97.8211927414,1006,Sunday,18416,81934,5219
30.1853764 -97.8472852667,832,Tuesday,13725,81934,5219
30.2798881558 -97.7198159695,1416,Tuesday,22535,81934,5219
30.2797365167 -97.7210712333,419,Wednesday,10426,81934,5219
30.2795082847 -97.7264785767,420,Wednesday,10743,81934,5219
30.2808053992 -97.7248263359,420,Wednesday,810298,81934,5219
30.1853764 -97.8472852667,809,Wednesday,13725,81934,5219
30.2768280833 -97.77092545,1350,Wednesday,518545,81934,5219
30.2752369509 -97.7713036537,1351,Wednesday,657091,81934,5219
30.1841420046 -97.8478002548,1375,Wednesday,104525,81934,5219
30.1691057333 -97.8389588833,1387,Wednesday,27929,81934,5219
30.26766669 -97.7709388733,800,Thursday,9262,81934,5219
30.2649979643 -97.7653598785,801,Thursday,731873,81934,5219
30.26175155 -97.7618140833,801,Thursday,22071,81934,5219
30.271556697 -97.7427578784,886,Friday,56718,81936,5219
30.2320038167 -97.7965787667,47,Saturday,157394,81936,5219
30.2313745667 -97.79745475,48,Saturday,15590,81936,5219
30.2312905167 -97.7980482833,48,Saturday,169404,81936,5219
30.2714843241 -97.7416706085,906,Monday,13469,81936,5219
30.2175793667 -97.8414189667,1375,Monday,18744,81936,5219
30.2199615529 -97.8384661674,4,Tuesday,171897,81936,5219
30.279832565 -97.7333879471,1366,Tuesday,71136,81936,5219
30.2804070016 -97.7325940132,1367,Tuesday,128055,81936,5219
30.2795082847 -97.7264785767,1368,Tuesday,10743,81936,5219
30.2798881558 -97.7198159695,173,Wednesday,22535,81936,5219
30.2697694667 -97.7420862667,1254,Wednesday,988374,81936,5219
30.2223865667 -97.8361602833,1372,Wednesday,102106,81936,5219
34.08386685 -118.3441572833,357,Saturday,31413,82688,5247
34.0784955 -118.36150645,429,Saturday,15291,82688,5247
34.0596472333 -118.3454962833,19,Sunday,232805,82688,5247
34.0606023333 -118.34494275,20,Sunday,230080,82688,5247
34.1010466989 -118.3258974552,540,Sunday,273239,82688,5247
34.1010466989 -118.3258974552,562,Monday,273239,82688,5247
37.3664565757 -121.9263339043,943,Monday,33472,82688,5247
37.3691493 -121.9204678,1327,Monday,160547,82688,5247
37.3231439 -122.0473743833,221,Wednesday,38633,82688,5247
37.3230092833 -122.05389135,417,Wednesday,24690,82688,5247
37.3692592667 -121.920322,982,Wednesday,462419,82688,5247
37.3691493 -121.9204678,985,Wednesday,160547,82688,5247
37.3938209861 -122.0789247751,185,Thursday,28498,82688,5247
37.7851052614 -122.4053442478,286,Saturday,75711,82692,5247
37.7851052614 -122.4053442478,165,Sunday,75711,82692,5247
37.7934737113 -122.3996257782,351,Sunday,203602,82692,5247
37.7953388902 -122.3937249184,1224,Sunday,9073,82692,5247
37.7958789833 -122.3937889333,1225,Sunday,51720,82692,5247
37.7958197167 -122.3937842667,1235,Sunday,62712,82692,5247
37.7952965003 -122.3935747147,1241,Sunday,167088,82692,5247
37.7956478667 -122.3939052333,1282,Sunday,66846,82692,5247
37.79596805 -122.3931541667,1334,Sunday,107265,82692,5247
37.7706751623 -122.4027436548,1374,Sunday,46314,82692,5247
37.7688171344 -122.4133586884,1399,Sunday,36107,82692,5247
37.7620375 -122.4182724833,1427,Sunday,10543,82692,5247
37.7986443 -122.4082088333,197,Monday,399353,82692,5247
37.7996045088 -122.4082024998,211,Monday,30787,82692,5247
37.3372178333 -122.0671816167,106,Wednesday,53312,82692,5247
37.3302027 -121.9120321,1194,Wednesday,681221,82692,5247
37.5561965317 -122.3012208939,198,Thursday,27138,82692,5247
37.5675584333 -122.31987485,228,Thursday,72561,82692,5247
37.3691493 -121.9204678,1141,Thursday,160547,82692,5247
37.4536053667 -122.1827463,143,Friday,21306,82693,5247
37.4436088667 -122.16070865,79,Saturday,20987,82693,5247
37.3196887019 -121.9485211372,225,Saturday,105197,82693,5247
37.3198934761 -121.9485425949,231,Saturday,197428,82693,5247
37.3231439 -122.0473743833,1300,Saturday,38633,82693,5247
37.3247339833 -122.034644,302,Sunday,365416,82693,5247
37.4536053667 -122.1827463,1259,Sunday,21306,82693,5247
37.3504202667 -121.8940641833,1411,Sunday,43658,82693,5247
37.3492927029 -121.8936654703,156,Monday,18016,82693,5247
37.3279120333 -122.01378865,45,Tuesday,83517,82693,5247
37.3231439 -122.0473743833,247,Tuesday,38633,82693,5247
37.4205113902 -122.2128509282,154,Thursday,382984,82693,5247
37.3691493 -121.9204678,1346,Friday,160547,82694,5247
37.4264114167 -122.1408391333,191,Saturday,40070,82694,5247
37.3082967833 -121.9016663833,1125,Saturday,45257,82694,5247
37.3231439 -122.0473743833,6,Sunday,38633,82694,5247
37.2560406333 -122.03581795,274,Sunday,30928,82694,5247
37.2562886781 -122.0352057384,102,Monday,356169,82694,5247
37.3691493 -121.9204678,1003,Monday,160547,82694,5247
37.3691493 -121.9204678,991,Tuesday,160547,82694,5247
37.3692592667 -121.920322,993,Tuesday,462419,82694,5247
37.4536053667 -122.1827463,65,Wednesday,21306,82694,5247
37.3691493 -121.9204678,1140,Thursday,160547,82694,5247
37.3692592667 -121.920322,1145,Thursday,462419,82694,5247
37.7553544083 -122.419667244,41,Friday,49364,82696,5247
37.7572544785 -122.4189054966,121,Friday,123857,82696,5247
37.7599687167 -122.4228812833,186,Friday,124806,82696,5247
37.4536053667 -122.1827463,371,Friday,21306,82696,5247
37.32351115 -121.9589999667,1387,Saturday,77021,82696,5247
37.3796167303 -122.1160722548,1248,Sunday,112832,82696,5247
37.3372178333 -122.0671816167,151,Tuesday,53312,82696,5247
37.3691493 -121.9204678,1268,Tuesday,160547,82696,5247
37.3908456833 -122.0810465167,108,Wednesday,444252,82696,5247
37.3691493 -121.9204678,1031,Wednesday,160547,82696,5247
37.3691493 -121.9204678,1348,Thursday,160547,82696,5247
37.376225329 -122.0302958063,33,Friday,109170,82700,5247
37.3770660333 -122.0299637,197,Friday,67190,82700,5247
37.3769242341 -121.921043854,1403,Friday,667770,82700,5247
37.4536053667 -122.1827463,3,Sunday,21306,82700,5247
37.3235007333 -122.0399758,65,Sunday,33195,82700,5247
37.3231439 -122.0473743833,1054,Sunday,38633,82700,5247
37.3232610833 -122.0478731,1055,Sunday,62560,82700,5247
37.7832313449 -122.4037456512,1035,Monday,14858,82700,5247
37.7853732667 -122.4005968167,21,Tuesday,76952,82700,5247
37.785102377 -122.4004902459,22,Tuesday,16000,82700,5247
37.7836761578 -122.4030380599,156,Wednesday,158463,82700,5247
37.7838079397 -122.402973175,1150,Wednesday,1058681,82700,5247
37.7856987997 -122.3994648457,41,Thursday,113558,82700,5247
37.78527875 -122.4045729667,200,Thursday,356666,82700,5247
37.7748370167 -122.4376273,282,Thursday,14193,82700,5247
37.7838079397 -122.402973175,1224,Thursday,1058681,82700,5247
37.7814657086 -122.3987731615,1358,Thursday,32074,82700,5247
37.2214514203 -121.9771897838,195,Friday,502902,82704,5247
37.420485979 -122.2112754345,244,Friday,49555,82704,5247
37.7706751623 -122.4027436548,1228,Saturday,46314,82704,5247
37.7760853715 -122.4084232688,153,Sunday,705105,82704,5247
37.7938806635 -122.4025145173,221,Sunday,153630,82704,5247
37.7934040679 -122.3993773442,284,Sunday,121012,82704,5247
37.3796167303 -122.1160722548,1119,Monday,112832,82704,5247
37.3961415675 -121.9725751877,1260,Monday,11486,82704,5247
37.7553544083 -122.419667244,109,Thursday,49364,82704,5247
37.75671195 -122.41872295,172,Thursday,17442,82704,5247
